"","title_kr","title_en","content","time","director","country","year"
"2204","더스트","Dust","무성 영화적 시?청각성을 새삼 환기시키는 [줄 앤 짐]의 ‘묵시록적 버전’이랄까. 하지만 영화의 전반적 분위기는 대조적이다. 트뤼포의 걸작이 주인공들의 자유분방한 삼각관계 자체에 무게중심을 두며 역동적 톤으로 흐르는 데 반해, 영화는 지극히 정적 톤을 견지하면서 인물들의 관계 못잖게 인물들을 에워싸고 있는 공간, 환경 등을 포착, 묘사하는 데도 힘을 기울인다. 
지구 종말 이후, 엘로디와 ...","91min","
				막스 자코비","Luxembourg/Austria","2009"
"2205","더스트 오브 타임","The Dust of Time","그리스의 거장 테오 앙겔로풀로스의 신작. 20세기의 역사를 간직한 한 가족의 이야기를 통해 이 시대의 정치사회적인 풍경을 담아낸 이 명상적 영화는 그의 다른 전작들처럼 서정적이면서도 포스트모던한 영상으로 마음을 움직인다. 영화 감독 A는 딸이 실종되자, 자신의 가족에 관한 이야기를 담은 영화를 만들기로 한다. 앙겔로풀로스 감독은 과거와 현재의 경계선을 희미하게 하는 기법을 사용하여, A씨 부...","125min","
				테오 앙겔로풀로스","Greece/Russia/Germany/Italy","2009"
"2206","데데, 안개 너머로","Dédé","“자기 또래의 다른 젊은이들과 마찬가지로, 그는 세상을 바꾸고 싶어했다. 데데는 우리 중 그 누구보다도 가장 큰 이상주의자요, 몽상가이자 시인이었다. 누구보다 큰 걸음으로 걷고, 자신만의 예술과 재능으로 여러 세대의 관중을 불러모았으며, 용광로처럼 뜨겁게 불타오르며 자신의 길에 걸리는 것들은 무엇이든, 심지어 자신의 존재까지도 불태워버렸다.” (장 필립 뒤발) 
2000년, 걸출한 퀘벡의 ...","140min","
				장 필립 뒤발","Canada","2009"
"2207","도살","Kinatay","올해 칸영화제에서 감독상을 수상한 작품. 동네 건달들을 돕고 푼돈을 벌던 페핑은 결혼자금을 마련하기 위해 고액을 주는 일에 선뜻 나선다. 돈을 갚지 못한 창녀를 납치하여 버릇을 고치려 한 사건은 곧 살인으로 이어진다. 상상을 초월하는 잔인함, 투박하고 어두컴컴한 화면과 거슬릴 정도로 시끄러운 소음. [도살]은 관객에게 한없이 불친절하며, 그들을 불편하게 만드는 영화이다. 어쩌면 그것이 멘도사...","105min","
				브리얀테 멘도사","Philippines","2009"
"2208","도주왕","The King of Escape","지방에서 농기계상을 하는 아르망은 남자들 사이에서 제법 인기 쏠쏠한 중년 동성애자다. 자신의 삶에 신물이 나 있던 차에 퀴를리라는 십대 소녀와 사랑에 빠지고, 그녀의 부모와 경찰을 피해 도주길에 나선다. 한편 마을 게이들 사이에는 정력을 강화하는 특이한 불법식품이 떠돌고 경찰이 추적에 나선다. 
동성애자의 일상과 고민이 나름대로 자연스럽지만 왠지 낯설게 느껴지는 독특한 영화. 흔히 스크린으...","97min","
				알랭 기로디","France","2009"
"2209","도쿄의 실락원","Lost Paradise in Tokyo","거대 도시에서 인간의 삶이 얼마나 쉽게 소외되고 버려지는 가를 이야기하는 영화. 아버지의 장례식을 막 치른 미키오는 정신지체자인 형 사네오과 단 둘이 산다. 어느 날, 그는 형을 위해 ‘마린’이라는 이름의 콜 걸을 부른다. 마린은 ‘팔라’ 라는 이름의 언더그라운드 가수이기도 하다. 팔라의 다큐멘터리를 찍고 있던 비디오물 제작자는 그녀의 이중생활을 알게 되고, 그녀와 사네오의 섹스라이프를 찍을...","115min","
				시라이시 가즈야","Japan","2009"
"2210","도쿄택시","Tokyo Taxi","서울에서 공연이 예정되어 있는 밴드의 리드싱어 료는 비행기 타는 것을 두려워한다. 동료들을 먼저 보내고 도쿄에서 서울로 가기 위해 그가 선택한 교통수단은 택시이다. 도쿄에서 출발한 택시는 부산에 도착을 하고, 일본 택시의 등장에 놀란 부산 택시 운전사들과 추격전을 벌이기도 한다. 서울로 가는 길은 쉼없는 의외성의 연속이다. 그들은 예비군 훈련 가운데에 휩쓸리거나 이상한 사람들을 만나게 되기도...","76min","
				김태식","Korea/Japan","2009"
"2211","독일마을","Home from Home","독일남자들과 결혼하여 30년 이상 해외에서 거주해온 3명의 한국인 여성들이 고국으로 돌아온다. 자신이 태어난 모국이 낯설게 느껴지는 상황에 직면한 그들은 타일 지붕과 독일식 흰색 소시지를 파는 가게들이 즐비한 독일 동네를 이루어 살면서 문화적 균형을 이루는 법을 배운다.","99min","
				조성형","Germany","2009"
"2212","두 개의 세상","Between Two Worlds","현대판 신화 또는 전설. 비묵디 자야순데라 감독은 현재의 스리랑카를 신화에 빗대어 해석한다. 영화 중반부. 낚시꾼 두 명이 전설을 이야기한다. 두 명의 왕이 자신에게 위협이 되는 왕자를 죽이기 위해 모든 젊은이들을 죽인다는 내용이다. 그 내용은 전설이나 신화에 불과하지만, 자세히 들여다 보면 끔찍한 살육의 이야기이다. 지금 현재, 유사한 상황이 스리랑카, 아니 지구촌 곳곳에서 벌어지고 있다....","85min","
				비묵디 자야순데라","Sri Lanka/France","2009"
"2213","두꺼비 기름","Toad's Oil","이마무라 쇼헤이, 스오 마사유키, 구로자와 기요시 등의 명감독들과 함께 해온 일본의 국민배우라 불리는 야쿠쇼 코지가 주연를 겸한 감독 데뷔작이다. 코미컬 하고 유니크하고 판타스틱 하면서도 어딘지 모르게 따뜻한 기운을 느끼게끔 하는 이 작품은, 마치 이마무라 쇼헤이의 영화에서 에로시티즘만을 덜어낸듯한 아주 불가사이한 세계관이 야쿠쇼 월드임을 깨닫게 만든다. 아들이 교통사고를 당해 혼수상태로 입...","131min","
				야쿠쇼 코지","Japan","2009"
"2214","두껍아 두껍아","A Toad","뉴타운 조성계획으로 인해 재개발이 한창 진행 중인 서울의 한 지역. 사람들이 떠난 폐허에서 사람들의 흔적들을 들춰내며 놀고 있는 소년의 얼굴에는 표정이 없다. 소년 역시 이 곳을 떠나야 함을 알기에 소년은 힘겹게 자신의 흔적을 묻어간다. 감당하기 힘든 도시의 소외된 삶을 소년의 눈을 통해 담담하게 풀어낸다. (홍효숙)","18min","
				이채윤","Korea","2009"
"2215","둠 2","Dhoom 2","특수범죄자를 쫓는 특수경찰 제이 디시트가 돌아왔다. 이번에 훔치기 불가능한 것만 훔쳐는 대도 ‘미스터 A’와 대결을 벌인다. 달리는 기차 안에 있는 여왕의 왕관을 훔치고 표식 A만 남긴채 사라진 미스터 A. 그의 정체를 밝히기 위해 정보원을 투입하고, A는 정보원과 사랑에 빠진다. 리틱 로샨이 인도의 마이클 잭슨이라는 명성에 걸맞는 현란한 춤솜씨를 과시하며 변장의 명수인 대도 미스터 A를 연...","147min","
				산자이 가드비","India/USA","2009"
"2216","드레드","Clive Barker’s Dread","당신이 가장 두려워하는 것은 무엇인가? 생각만으로도 손에 땀을 쥐게 만드는 것이 있는가? [드레드]는 세 명의 대학원생이 ‘드레드’란 제목의 연구를 준비하며 시작된다. 무언가 비밀을 감추는 듯 하지만 자신감 넘치는 퀘이드, 동정심이 강한 스티븐, 상처를 가진 셰릴. 공포의 본질을 탐구하는 이들 역시 각자 두려움과 약점을 가진 존재들이다. 'Fear Study'란 공고를 내고 실험 대상을 모집...","98min","
				앤서니 디블라시","UK","2009"
"2217","디바","Diva","오페라를 좋아하는 우편배달부 쥘은 콘서트에서 자신이 좋아하는 신시아 호킨스의 목소리를 몰래 녹음한다. 그 결과 그녀가 녹음작업을 거부하게 되고, 정체불명의 아시아계 2인조가 그의 테입을 훔치려고 한다. 한편 매춘부 한명이 경찰서장이 연루된 테입을 소지하면서 일이 꼬이고, 쥘은 갱과 경찰이 뒤얽힌 세계로 빠져든다. 
1980년대 프랑스의 소위 ‘누벨 이마주’를 이끌며 국내에서도 명성을 떨친 ...","117min","
				장 자크 베넥스","France","2009"
"2218","딥 레드","Deep Red","심령학대회에서 심령술사 헬가가 살인마의 존재를 감지한 지 얼마 되지 않아 살해된다. 당시 트렌치코트를 걸친 자를 목격한 마크는 헬가의 아파트에서 뭔가 사라진 듯한 느낌이 들지만 아리송하다. 친구 카를로의 만류에도 불구하고 기자 지안나와 함께 수사에 나서고, 살인자가 동요를 틀어놓고 죽이는 데에서 힌트를 얻는다.
제목만으로도 아르젠토의 세계를 집약해주는 작품으로 장르 거장의 손맛을 제대로 만...","130min","
				다리오 아르젠토","Italy","2009"
"2219","따뜻한 태양","The Warmest","중국판 [집으로]라고도 할 수 있는 이 영화는 비록 도시를 배경으로 하지만, 오늘날 현대 중국에서 도시화와 소가족 제도를 통해 잃어버린 그 무엇인가에 대하여 이야기하고 있다. 영화 속 촌스럽고 투박한 할아버지의 모습은 가장 따듯한 부모의 사랑과 고향을 다시 떠올리게 한다. 병든 몸에도 불구하고 자식의 부탁을 받고 철없는 손자를 돌보기 위해 시골에서 도시로 올라온 할아버지. 두 달간 할아버지와...","92min","
				우란 타나","China","2009"
"2220","땅의 여자","Earth's Women","대학 동창인 세 명의 여성은 농촌의 삶을 선택한다. 그들은 농민운동을 꿈꾸고, 땀 흘려 일하는 농민들의 모습에 반해, 사랑하는 사람을 따라 도시를 떠난다. 농촌은 그녀들이 거주해야 하는 새로운 삶의 장소이다. 카메라는 1년 동안 그들의 농촌 생활과 농촌 속에서의 일상적인 삶을 따라가면서 전환된 삶의 과정들을 풀어 보인다. 농사를 짓고, 여성 농민회 활동을 하고, 그 가운데 여성으로서의 자리를...","95min","
				권우정","Korea","2009"
"2221","또 다른 노래","The Other Song","영화는 기록 손실로 잃어버린 노래의 흔적을 찾아 떠나는 여정을 담고 있다. 1950년대 인도 유명 여가수 라술란 바이는 그녀만의 창법과 가사 개조로 다양한 버전의 툼리 (인도 전통적 경음악 장르) [내 가슴엔 상처가 났어요]를 불렀다. 그녀의 창법과 변화무쌍한 가사, 그녀의 삶을 더듬어가면서 영화는 노래 수집가, 툼리 계승 여가수들, 당시 그녀의 동료를 찾아다닌다. 
보이지도, 실재하지도 ...","120min","
				사바 드완","India","2009"
"2222","러브홀릭","Loveholic","일과 사랑 사이에서의 갈등을 다룬 권칠인 감독의 4번째 장편영화이다. 이번에는 결혼생활을 하는 부부가 전면에 등장한다. 부부 사이에 아내의 여자 친구가 갑작스럽게 함께 살게 되고, 아내는 스포츠 센터에서 만난 남편의 직장동료와 애정을 나누는 사이가 된다.
권칠인 감독은 이번에도 갈등하고 선택하는 사람들의 이야기를 선사한다. 사랑은 남녀를 쉽사리 취하도록 만들지만 현실의 냉엄함은 그들에게 종...","110min","
				권칠인","Korea","2009"
"2223","레닌그라드","Leningrad","900일간이나 이어진 나치의 군사작전인 ‘레닌그라드 공방전’은 백만이 넘는 병사와 시민들의 목숨을 앗아간다. 레닌그라드 출신의 작가 겸 감독 알렉산드르 부라프스키가 빚어낸 이 영화는 일면 전쟁 서사시이면서, 동시에 역사상 가장 추한 에피소드에 관한 드라마틱한 이야기이다. 미국인 애인과 헤어진 영국인 기자 한명이 KGB의 수사선상에 오른다. 도시 안에서 완전히 고립된 그녀가 찾을 수 있는 유일...","110min","
				알렉산드르 부라프스키","Russia/UK","2009"
"2224","레바논","Lebanon","작년에 선보인 자전적인 영화 [바시르와 왈츠를]은 1980년대의 이스라엘과 레바논 간의 전쟁을 기억하기 위한 작품으로 독특한 애니메이션으로 제작되었다. 사뮤엘 마오즈의 [레바논]은 이와 같은 갈등을 한 탱크 안에 있는 군인들의 시각으로 관찰한다. 지휘관인 아시, 장전수인 헤르즐, 포격수인 쉬무엘, 운전수인 이갈에게 간단한 전투파괴임무를 수행하게 되지만, 네 명의 젊은이들은 명령에 불복한 채 ...","92min","
				사뮤엘 마오즈","Israel","2009"
"2225","로망은 없다","What Is Not Romance","황씨 부부는 결혼 기념일 행사를 두고 견해 차이로 서로 다투기 시작한다. 양평에 가자고 조르는 황씨, 자식들에게 선물을 요구하는 황씨 부인. 가족의 미묘한 신경전 사이로 오래 전 추억들이 하나씩 떠오르기 시작한다. 그것은 평범한 가족 안에 담긴 일그러진 추억의 방울방울이다.","70min","
				박재옥,수경,홍은지","Korea","2009"
"2226","롱 스트리트","Long Street","별거 중인 부모를 둔 시아는 마약 중독자다. 치료를 받다가 집으로 돌아오지만 엄마 마리아의 신뢰를 잃은 상태다. 마리아에게 샹송을 불러달라는 제의가 들어오고, 함께 오디션장에 간 시아는 거기서 흑인 사진작가와 아프리카 전통 ‘줄루’ 싱어를 알게 된다. 
음악으로 치유되는 가정사가 잔잔하게 펼쳐지는 영화. 기타를 치면서 노래하는 시아, 아버지가 준 바이올린을 간직한 마리아, 그리고 이 둘을 ...","96min","
				레블 폭스","South Africa","2009"
